original_ADDRESS,original_STREET NUMBER FROM,original_STREET NUMBER TO,original_DIRECTION,original_STREET NAME,original_STREET TYPE,original_TANK TYPE,original_FACILITY ID,original_OWNER,original_FACILITY NAME,original_Tank ID,original_TANK MATERIAL,original_TANK CONSTRUCTION,original_TANK PRODUCT,original_TANK CAPACITY,original_INSTALLATION DATE,original_REMOVAL DATE,original_LAST USED DATE,original_COMMENT,original_DATA SOURCE,original_LATITUDE,original_LONGITUDE,original_LOCATION,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county_code,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
1111 W ADDISON ST,1111,1111,W,ADDISON,ST,UNDERGROUND STORAGE TANK,1111ADD1957-03-22,,BROWNS CHICKEN,,,,,,03/22/1957,,,"WORK BY: N/G; INSTALL 1-(4K), 1-(550) FUEL OIL. COMPLETED 6/17/58",HISTORIC DEPT. OF BUILDINGS,41.947056373374444,-87.65796549962256,POINT (-87.65796549962256 41.947056373374444),2.40788123262831,"1121 West Addison Street, Chicago, IL 60613, United States of America",41.9469602,-87.65790299945354,,1121,West Addison Street,60613,Wrigleyville,Lake View Township,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
122 E 24TH ST,122,132,E,24TH,ST,UNDERGROUND STORAGE TANK,122E24H1995-01-09,,SEE 2348-58 SOUTH INDIANA,,,,,,01/09/1995,,,WORK BY: N/G; SEE 2348-58 SOUTH INDIANA,HISTORIC DEPT. OF BUILDINGS,41.84941132005886,-87.62275593821413,POINT (-87.62275593821413 41.84941132005886),3.1061916253440653,"166 East 24th Street, Chicago, IL 60616, United States of America",41.84938367394974,-87.62275056245326,,166,East 24th Street,60616,,Near South Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2038 W WALNUT ST,2038,2038,W,WALNUT,ST,UNDERGROUND STORAGE TANK,2038WAL1950-09-07,,ENTERPRISE BRASS FOUNDRY,,,,,,09/07/1950,,,WORK BY: MOSBECK OIL EQUIPMENT; INSTALL 1-1K GAL FUEL OIL TANK           FINAL  10/25/50,HISTORIC DEPT. OF BUILDINGS,41.88594755449665,-87.67833043000617,POINT (-87.67833043000617 41.88594755449665),0,"2040 West Walnut Street, Chicago, IL 60612, United States of America",41.8860978,-87.67839358100267,,2040,West Walnut Street,60612,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1700 W AUGUSTA BLVD,1700,1700,W,AUGUSTA,BLVD,UNDERGROUND STORAGE TANK,2034239,See Environmental Permit Dataset,AUGUSTA & PAULINA SERVICE,0003,,,GASOLINE,500,,,,"REMOVED 10/08/96,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 102620; ]",DEPT. OF PUBLIC HEALTH,41.8997774106149,-87.66990364832925,POINT (-87.66990364832925 41.8997774106149),4.831578237598841,"Augusta Boulevard Bikeway, Chicago, IL 60622, United States of America",41.8996677,-87.6740916,Augusta Boulevard Bikeway,,Augusta Boulevard Bikeway,60622,East Village,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2219 W FERDINAND ST,2219,2219,W,FERDINAND,ST,UNDERGROUND STORAGE TANK,2219FER1947-07-23,,OLIVE CAN COMPANY,,,,,,07/23/1947,,,"WORK BY: STROBEL & HALL; INSTALL 1-2K FUEL OIL, FINAL 12/12/47",HISTORIC DEPT. OF BUILDINGS,41.890214382994614,-87.6825926563337,POINT (-87.6825926563337 41.890214382994614),0.40584237711395854,"2213-2217 West Ferdinand Street, Chicago, IL 60612, United States of America",41.89016530000001,-87.68246495,,2213-2217,West Ferdinand Street,60612,,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1813 W 99TH ST,1813,1813,W,99TH,ST,UNDERGROUND STORAGE TANK,191399T1990-08-14,,VLACHOS & LOXAS,,,,,,08/14/1990,,,WORK BY: R. W. COLLINS; REMOVE 3-2K GAS TANKS,HISTORIC DEPT. OF BUILDINGS,41.71377537541137,-87.66781674813461,POINT (-87.66781674813461 41.71377537541137),12.049727107829012,"1813 West 99th Street, Chicago, IL 60643, United States of America",41.713697,-87.667917,,1813,West 99th Street,60643,Chicago,Beverly,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1800 E 87TH ST,1800,1800,E,87TH,ST,UNDERGROUND STORAGE TANK,1.8E+901958-01-31,,STEVE COUGHLIN,,,,,,01/31/1958,,,"WORK BY: NOT LET; INSTALL 1-1K, 2-2K, 2-550G,  FINAL 7/21/58",HISTORIC DEPT. OF BUILDINGS,41.73709762165933,-87.5805148384276,POINT (-87.5805148384276 41.73709762165933),26.113467663036765,"1752 East 87th Street, Chicago, IL 60617, United States of America",41.737252,-87.580752,,1752,East 87th Street,60617,Chicago,Stony Island Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1018 W 37TH ST,1018,1018,W,37TH,ST,UNDERGROUND STORAGE TANK,1018W371967-04-25,,KRAFLITE TRUCKING COMPANY,,,,,,04/25/1967,,,WORK BY: KENNY TANK; INSTALL 1-1K GAL GSLN TANK                 FINAL  6/28/67,HISTORIC DEPT. OF BUILDINGS,41.82710690321147,-87.65164066192912,POINT (-87.65164066192912 41.82710690321147),8.206058318615224,"1016-1018 West 37th Street, Chicago, IL 60609, United States of America",41.827330700000005,-87.65183034120061,,1016-1018,West 37th Street,60609,,Bridgeport,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2256 W CHICAGO AVE,2256,2258,W,CHICAGO,AVE,UNDERGROUND STORAGE TANK,2256CHI1960-04-25,,SINCLAIR REFRIGERATION,,,,,,04/25/1960,,,WORK BY: STANDARD TANK INSTALLERS; REPLACE 1-3K GAS FINAL 9/14/60,HISTORIC DEPT. OF BUILDINGS,41.89589838514693,-87.68420169034539,POINT (-87.68420169034539 41.89589838514693),1.4548280731070207,"Fatso's Last Stand, 2258 West Chicago Avenue, Chicago, IL 60622, United States of America",41.895968100000005,-87.68424767449382,Fatso's Last Stand,2258,West Chicago Avenue,60622,Ukrainian Village,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 E 103RD ST,1011,1019,E,103RD,ST,UNDERGROUND STORAGE TANK,10111031954-06-16,,AMERICAN STEAL & SUPPLY COMPANY,,,,,,06/16/1954,,,WORK BY: NOT LET; INSTALL 1-1M F.O.,HISTORIC DEPT. OF BUILDINGS,41.707461709562814,-87.59868294084744,POINT (-87.59868294084744 41.707461709562814),5.485551558293824,"1011 East 103rd Street, Chicago, IL 60628, United States of America",41.70725845,-87.59855724652975,,1011,East 103rd Street,60628,North Pullman,Pullman,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10736 S WESTERN AVE,10736,10738,S,WESTERN,AVE,UNDERGROUND STORAGE TANK,10736WE1956-09-24,,,,,,,,09/24/1956,,,WORK BY: HARPER HEATING; INSTALL 4-550 GAL FUEL OIL TANKS            FINAL N/G,HISTORIC DEPT. OF BUILDINGS,41.697980174206045,-87.68150141098047,POINT (-87.68150141098047 41.697980174206045),7.5550737837290125,"10730-10734 South Western Avenue, Chicago, IL 60643, United States of America",41.69807885,-87.68177023139302,,10730-10734,South Western Avenue,60643,,Morgan Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10000 W OHARE ST,10000,10000,W,OHARE,ST,UNDERGROUND STORAGE TANK,2024076,See Environmental Permit Dataset,O'HARE AIRPORT/AMC COMPLEX BLD,0024,,,AQ FOAM-CF,4000,,,,"AMC BLDG W O'HARE STREET, REMOVED 3/6/98,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Gauging; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: FRP; Tank Overfill Protection: Drop Tube Valve; Piping Type: Suction Piping; Piping Leak Protection: Line test every three years; Piping Corrosion Protection: Secondary containment; Piping Wall: Double; Pipe Material: Steel; Associated Permit Numbers: 103333; ]",DEPT. OF PUBLIC HEALTH,41.97620113902387,-87.90530912510346,POINT (-87.90530912510346 41.97620113902387),0,"O'Hare International Airport, 10000 Baggage Road, Chicago, IL 60666, United States of America",41.9782523,-87.90923552598412,O'Hare International Airport,10000,Baggage Road,60666,,O'Hare,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223 W MADISON ST,223,225,W,MADISON,ST,UNDERGROUND STORAGE TANK,223MADI1986-10-23,,MIGUN BEITLER COMPANY,,,,,,10/23/1986,,,WORK BY: NATIONAL WRECKING; REMOVAL 1-2K FO,HISTORIC DEPT. OF BUILDINGS,41.88183096858175,-87.63451068085648,POINT (-87.63451068085648 41.88183096858175),0.5686904091657362,"The Poetry Garage, 201-223 West Madison Street, Chicago, IL 60606, United States of America",41.88158405,-87.63439812802247,The Poetry Garage,201-223,West Madison Street,60606,,Loop,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1716 W PERSHING RD,1716,1716,W,PERSHING,RD,UNDERGROUND STORAGE TANK,1716PER1949-11-17,,A & P TEA COMPANY,,,,,,11/17/1949,,,WORK BY: GENERAL TANK; INSTALL 1-10K GAS,HISTORIC DEPT. OF BUILDINGS,41.823301424050676,-87.66851301129535,POINT (-87.66851301129535 41.823301424050676),15.153770144489318,"1708 West Pershing Road, Chicago, IL 60609, United States of America",41.8234233,-87.6683066790344,,1708,West Pershing Road,60609,Chicago,McKinley Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2425 E 71ST ST,2425,2425,E,71ST,ST,UNDERGROUND STORAGE TANK,2.43E+741967-09-18,,"HORWITZ, LEVY, KERMAN",,,,,,09/18/1967,,,WORK BY: STANDARD TANK; REPLACE 1-2K & 1-6K GAL GSLN TKS W/SAME     FINAL  10/10/67,HISTORIC DEPT. OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,
1115 N ASHLAND AVE,1115,1115,N,ASHLAND,AVE,UNDERGROUND STORAGE TANK,1115ASH1947-08-21,,RITZ CLEANERS,,,,,,08/21/1947,,,WORK BY: GENERAL TANK; INSTALL 1-1K F.O.,HISTORIC DEPT. OF BUILDINGS,41.90199646266274,-87.66731252128486,POINT (-87.66731252128486 41.90199646266274),2.994808338043352,"1113 North Ashland Avenue, Chicago, IL 60622, United States of America",41.9020217,-87.66707952492838,,1113,North Ashland Avenue,60622,Pulaski Park,West Town,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1339 W 103RD ST,1339,1339,W,103RD,ST,UNDERGROUND STORAGE TANK,1339W10,See Environmental Permit Dataset,CHICAGO TRANSIT AUTHORITY,0001,,,LUBE OIL,6000,,,,"1339-53 W 103RD ST, NO INFORMATION,  Historic data from former Dept. of Environment [ AST Secondary Containment: Permits issued 6/27/1949; ]",DEPT. OF PUBLIC HEALTH,41.70666520190169,-87.6565478577,POINT (-87.6565478577 41.70666520190169),4.743849366056629,"10349-10359 South Charles Street, Chicago, IL 60643, United States of America",41.705905900000005,-87.65691952734281,,10349-10359,South Charles Street,60643,,Beverly,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1430 W ADAMS ST,1430,1430,W,ADAMS,ST,UNDERGROUND STORAGE TANK,1430ADA1957-01-29,,BUILDING COMMISSION OF CHICAGO,,,,,,01/29/1957,,,WORK BY: N/G; INSTALL 1-(3.5K) FUEL OIL,HISTORIC DEPT. OF BUILDINGS,41.87906695981176,-87.66317663546548,POINT (-87.66317663546548 41.87906695981176),0,"Whitney M. Young Magnet High School, 211 South Laflin Street, Chicago, IL 60607, United States of America",41.87822745,-87.66311913245119,Whitney M. Young Magnet High School,211,South Laflin Street,60607,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11736 S MICHIGAN AVE,11736,11736,S,MICHIGAN,AVE,UNDERGROUND STORAGE TANK,11736MI1981-09-14,,ARTHUR WELKERSON,,,,,,09/14/1981,,,"WORK BY: ILLINOIS WRECKING; REMOVE 1-6K & 2-3K GSLN, 1-1K F.O. & 1-200 W.O. FIN 9/17/81",HISTORIC DEPT. OF BUILDINGS,41.68057068015947,-87.62073958193456,POINT (-87.62073958193456 41.68057068015947),17.228144835775907,"11734 South Michigan Avenue, Chicago, IL 60628, United States of America",41.680568,-87.620947,,11734,South Michigan Avenue,60628,Chicago,West Pullman,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
231 S WELLS ST,231,231,S,WELLS,ST,UNDERGROUND STORAGE TANK,0231WEL1952-10-24,,JEWISH FEDERATION OF CHICAGO,,,,,,10/24/1952,,,WORK BY: MIDWEST HEATING; INSTALL 1-11K GAL FUEL OIL TANK           FINAL  9/22/53,HISTORIC DEPT. OF BUILDINGS,41.87851644279297,-87.6335927776428,POINT (-87.6335927776428 41.87851644279297),0,"Federal Reserve Bank of Chicago, 230 South La Salle Street, Chicago, IL 60604, United States of America",41.87842825,-87.63302643344306,Federal Reserve Bank of Chicago,230,South La Salle Street,60604,Printer's Row,Loop,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1434 E 87TH ST,1434,,E,87TH,ST,ABOVEGROUND STORAGE TANK,1434E87THST,"SAFETY-KLEEN SYSTEMS,INC.",MURRAY'S DISCOUNT AUTO PARTS,,,D/W STEEL,USED OIL,NO. OF TANKS: 1 (1-220 GALLONS),,,,"DATE OF REPORT: 05/23/2006 ",HISTORIC DEPT.OF ENVIRONMENT,41.7369783400929,-87.58893780365844,POINT (-87.58893780365844 41.7369783400929),20.030367710456296,"1432 East 87th Street, Chicago, IL 60617, United States of America",41.7371293,-87.5885820636471,,1432,East 87th Street,60617,Stony Island Park,Avalon Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12201 S INDIANA AVE,12201,12259,S,INDIANA,AVE,UNDERGROUND STORAGE TANK,12201IN1956-06-15,,ERLINDER MANUFACTURING,,,,,,06/15/1956,,,WORK BY: HADEMA BUILDERS; INSTALL 1-2K GAL FUEL OIL TANK             FINAL  7/17/57,HISTORIC DEPT. OF BUILDINGS,41.67257747828139,-87.61751228731993,POINT (-87.61751228731993 41.67257747828139),16.025967118251064,"12205 South Indiana Avenue, Chicago, IL 60628, United States of America",41.6723964,-87.61734079491364,,12205,South Indiana Avenue,60628,Chicago,West Pullman,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1950 N CALIFORNIA AVE,1950,1950,N,CALIFORNIA,AVE,UNDERGROUND STORAGE TANK,2023045,See Environmental Permit Dataset,BP SS 15599,0001,,,USED OIL,500,,,," ",DEPT. OF PUBLIC HEALTH,41.917170425444,-87.69733750212028,POINT (-87.69733750212028 41.917170425444),0.09858731458906887,"BP, 2801 West Armitage Avenue, Chicago, IL 60647, United States of America",41.917212500000005,-87.69740973871802,BP,2801,West Armitage Avenue,60647,Palmer Square,Logan Square,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2019 W HOWARD ST,2019,2019,W,HOWARD,ST,UNDERGROUND STORAGE TANK,2019HOW1948-04-21,,V. A. SMITH COMPANY,,,,,,04/21/1948,,,WORK BY: KENNY TANK; INSTALL 1-1K GAL FUEL OIL TK            FINAL  2/15/49,HISTORIC DEPT. OF BUILDINGS,42.019344586491584,-87.68130655305387,POINT (-87.68130655305387 42.019344586491584),0,"2017 West Howard Street, Chicago, IL 60645, United States of America",42.0191914,-87.68134999633125,,2017,West Howard Street,60645,,Rogers Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1422 N ASHLAND AVE,1422,1422,N,ASHLAND,AVE,UNDERGROUND STORAGE TANK,2035017,See Environmental Permit Dataset,VACANT LAND,0002,,,GASOLINE,1000,,,,"1422-24 S ASHLAND, REMOVED 05/23/96,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 102249; ]",DEPT. OF PUBLIC HEALTH,41.9076409421934,-87.6677532590182,POINT (-87.6677532590182 41.9076409421934),19.133231449425324,"1422 North Ashland Avenue, Chicago, IL 60622, United States of America",41.907725,-87.667955,,1422,North Ashland Avenue,60622,Chicago,Wicker Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1529 N DAMEN AVE,1529,1531,N,DAMEN,AVE,UNDERGROUND STORAGE TANK,1529DAM1956-02-08,,PUBLIC PETROLEUM,,,,,,02/08/1956,,,"WORK BY: PUBLIC BULBS STA; REMOVE 1-1K & 2-500, REPLACE W/2-2K & 1-1K GAL GASLN",HISTORIC DEPT. OF BUILDINGS,41.90913945134354,-87.67728116927265,POINT (-87.67728116927265 41.90913945134354),4.193668213426274,"Big Star, 1531 North Damen Avenue, Chicago, IL 60622, United States of America",41.90916525,-87.67712852530954,Big Star,1531,North Damen Avenue,60622,Chicago,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
100 N WESTERN AVE,100,120,N,WESTERN,AVE,UNDERGROUND STORAGE TANK,100WEST1952-07-11,,ALBRECH RADIO,,,,,,07/11/1952,,,WORK BY: MIDWEST HEATING; INSTALL 1-12K F.O.,HISTORIC DEPT. OF BUILDINGS,41.883036575385894,-87.6866324686069,POINT (-87.6866324686069 41.883036575385894),4.911914895649064,"2400 West Washington Boulevard, Chicago, IL 60612, United States of America",41.883079,-87.686649,,2400,West Washington Boulevard,60612,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11138 S VINCENNES AVE,11138,11138,S,VINCENNES,AVE,UNDERGROUND STORAGE TANK,11138VI1978-06-08,,CITY OF CHICAGO DEPT OF PLANNING,,,,,,06/08/1978,,,"WORK BY: CIRRO WRECKING; REMOVE 2-1K GSLN, 1-500 WASTE OIL TANKS    FINAL  9/6/78",HISTORIC DEPT. OF BUILDINGS,41.69118482215838,-87.66414599287707,POINT (-87.66414599287707 41.69118482215838),0,"Morgan Park High School, 1744 West Pryor Avenue, Chicago, IL 60643, United States of America",41.69177755,-87.66556035562172,Morgan Park High School,1744,West Pryor Avenue,60643,,Morgan Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2340 W 77TH ST,2340,2340,W,77TH,ST,UNDERGROUND STORAGE TANK,2340W771957-05-17,,ALBERT BLACKMAN,,,,,,05/17/1957,,,WORK BY: JONAS STANKUS; INSTALL 1-1K GAL FUEL OIL TANK            FINAL  N/G,HISTORIC DEPT. OF BUILDINGS,41.753876395270964,-87.68211069740555,POINT (-87.68211069740555 41.753876395270964),14.114765033193756,"2340 West 77th Street, Chicago, IL 60620, United States of America",41.754003,-87.682123,,2340,West 77th Street,60620,Chicago,Auburn Gresham,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
150 W 63RD ST,150,150,W,63RD,ST,UNDERGROUND STORAGE TANK,0150W631963-10-21,,SHELL OIL,,,,,,10/21/1963,,,"WORK BY: H & H TANK; INSTALL 1-4K, 1-5K, 1-6K GSLN 1-1K F.O. & 1-550 W.O.",HISTORIC DEPT. OF BUILDINGS,41.780102897969904,-87.62971886730391,POINT (-87.62971886730391 41.780102897969904),3.2072358724994374,"BP, West 63rd Street, Chicago, IL 60636, United States of America",41.78021375,-87.62985463881444,BP,,West 63rd Street,60636,,Englewood,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1415 W 35TH ST,1415,1415,W,35TH,ST,UNDERGROUND STORAGE TANK,2002946,See Environmental Permit Dataset,ABANDONED DISTRUBUTION FACILITY,0001,,,DIESEL,12000,,,,"1415 W 35TH ST, REMOVED 02/03/97,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 102769; ]",DEPT. OF PUBLIC HEALTH,41.83044393528442,-87.66128495937566,POINT (-87.66128495937566 41.83044393528442),73.10435999267523,"1415 West 35th Street, Chicago, IL 60609, United States of America",41.829822,-87.661571,,1415,West 35th Street,60609,Chicago,Bridgeport,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
